82.199.102.70	ISKRATELECOM
82.199.98.93	ISKRATELECOM
82.42.29.49	Virgin Media
82.50.27.245	INTERBUSINESS
82.52.70.194	INTERBUSINESS
82.54.154.80	INTERBUSINESS
82.54.189.61	INTERBUSINESS
82.77.14.143	RDSNET
82.77.14.148	RDSNET
82.77.14.200	RDSNET
82.77.9.190	RDSNET
82.77.9.215	RDSNET
82.78.96.25	RDSNET
82.78.97.66	RDSNET
82.78.98.37	RDSNET
82.78.99.12	RDSNET
82.80.254.108	BEZEQINT-HOSTING
82.97.164.75	TNG - the net generation IV
83.100.141.240	KINGSTON-NET004
83.100.155.102	KINGSTON-NET004
83.100.155.159	KINGSTON-NET004
83.100.173.87	KINGSTON-NET004
83.100.181.107	KINGSTON-NET004
83.100.188.215	KINGSTON-NET004
83.102.168.34	RU-CORBINA BLOCK
83.114.180.9	France Telecom
83.114.47.194	France Telecom
83.148.101.195	EVRO.NET
83.16.107.102	TPNET
83.16.107.98	TPNET
83.16.119.59	TPNET
83.16.1.226	TPNET
83.17.144.146	TPNET
83.228.7.75	Bulgarian Telecommunications Company Plc.
83.24.15.230	TPNET
84.194.161.71	Telenet customers
84.194.42.28	Telenet customers
84.201.217.39	NPLAY, ISP in Lublin, Poland
84.54.211.181	IP block routed by Stavropol branch of OJSC Rostelecom
85.11.162.139	SKKNET LTD
85.11.162.143	SKKNET LTD
85.11.162.69	SKKNET LTD
85.11.162.85	SKKNET LTD
85.11.162.98	SKKNET LTD
85.128.90.19	Netia SA
85.186.42.101	UPC Romania SRL
85.186.42.48	UPC Romania SRL
85.186.42.51	UPC Romania SRL
85.186.42.57	UPC Romania SRL
85.204.101.151	SC-EUROWEB-ROMANIA-SA
85.204.101.200	SC-EUROWEB-ROMANIA-SA
85.204.240.239	RCS-RDS
85.204.72.188	BRIXIMP SRL
85.204.82.207	Discovery Internet Client
85.204.82.211	Discovery Internet Client
85.204.82.215	Discovery Internet Client
85.204.82.222	Discovery Internet Client
85.224.172.203	Broadband customers in Scandinavia
85.224.173.74	Broadband customers in Scandinavia
85.224.174.238	Broadband customers in Scandinavia
85.224.174.65	Broadband customers in Scandinavia
85.224.175.173	Broadband customers in Scandinavia
85.224.198.45	Broadband customers in Scandinavia
85.232.100.81	SANI-C route
85.35.63.122	INTERBUSINESS
